"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","topic_13","topic_14","topic_15","topic_16","topic_17","topic_18","topic_19","topic_20","topic_21","topic_22","topic_23","topic_24","topic_25","topic_26","topic_27","topic_28","topic_29","topic_30","topic_31","topic_32","topic_33","topic_34","topic_35","topic_36","topic_37","topic_38","topic_39","topic_40","topic_41","topic_42","topic_43","topic_44","topic_45","topic_46","topic_47","topic_48","topic_49","topic_50","msoa11cd"
0.0923,0.0017,0,0,0.0026,0.072,0.0564,4e-04,0,0,1e-04,0,0.1687,0.0042,0,0,0,0.0029,0,0.1177,1e-04,0.0595,0.0056,0,0,0.0753,0.005,0,0,0,0.0031,0.0711,0,0,2e-04,0,0,0,0.0016,0.0052,0.0482,0.1217,0,0.0192,0,0.0302,0,0,0,0.0344,"E02005684"
0.3546,1e-04,1e-04,0,0.0095,0,0.0058,0.0299,0,0,0.0642,0.0034,0.0135,0,0.0102,0.0051,0.0038,0.1,0,0,0,0,0,0,4e-04,1e-04,0,0,5e-04,0.0475,0,2e-04,0.0135,0.0568,6e-04,0,0,0,0.0101,0,0.2306,7e-04,2e-04,0,0,0.0387,0,0,0,0,"E02005685"
0,0.0064,0,1e-04,0,0.0041,0,0,0,0.0156,3e-04,0.2336,0,0,0.0074,7e-04,0.2757,0.037,2e-04,0,0,0.0039,0.1791,0,1e-04,5e-04,0,0.0094,1e-04,1e-04,0,0.001,0,0,1e-04,0.0418,5e-04,0,0,3e-04,1e-04,0.1339,0,0,2e-04,0,0,0.047,0,6e-04,"E02005686"
0,0.0311,0,0.0154,0,0,0,0.1419,0,1e-04,0,0.1227,1e-04,0,0.0182,0.0116,0.1497,0.2357,0.0992,0,0,0,0,0.0698,0.0018,0,9e-04,0,0,0,0,0.0755,0.0041,0.0011,0,0,1e-04,6e-04,0.0042,0,7e-04,0.0018,0,0,0.0019,0,0,0,0.0117,0,"E02005687"
0,0.0019,0,0,0.0037,0.221,0.0086,0.0356,0,0,0,0,0.0249,0,0.0228,0,0,0,0,0,0,7e-04,0.0016,0.0914,0,0.0262,0,0.0094,1e-04,0.0339,0.0115,0,0,3e-04,0,0.283,0,0,0,0.0052,0,0,0,0.0409,0,0.0209,0.1408,0,0.0156,0,"E02005688"
0,2e-04,0.0437,0,0.0205,0,0,0.0095,0,0.0013,3e-04,0.0756,0.3087,0.006,0,0.0269,0.1043,3e-04,0,0,0,0,0,5e-04,0,0,0,0,0.1729,0.0196,0.0129,0,5e-04,0,0,0.0015,1e-04,0,0,0,0.0035,0.0158,0.0173,0.0029,0,0,0,0,0,0.1549,"E02005689"
0.0058,0,0,0,0,0.0218,0.0601,0.0016,0,0.0252,0.0473,0,0,0,0,0,0.396,0,0,0.1061,0,0.0067,2e-04,0,1e-04,0,7e-04,0.0012,0.0397,0,0,9e-04,0.0288,0,0,1e-04,0,0,0,0.2148,0.0423,2e-04,0,0,0,4e-04,0,0,0,0,"E02005690"
0,0,0,0,0.0027,0,0,0.1422,0.3258,0.001,0.0488,0,0,0.0431,9e-04,0.0584,0,0.0025,0.2073,0.0069,0,0,0,8e-04,0,0,0,2e-04,0,0,0,0.0054,0,3e-04,0.0275,7e-04,0.0031,0.0054,0.0852,0.0251,0,0.0033,4e-04,0,0.0016,0,0,0.0013,0,0,"E02005691"
0.0338,0.017,0,0.1948,0,0,0,0,0,0.0294,0,0.072,0,0.0316,0.0188,0.001,0,1e-04,9e-04,0.0996,2e-04,0.2184,0,0.0033,0.0054,0,0,0,0.0012,4e-04,0,0.0566,0,1e-04,0,0,0,0.001,1e-04,0.0294,0.031,0,0.0575,0,0,0,1e-04,1e-04,0.008,0.0879,"E02005692"
0,0.0025,0,0.0075,0,0,0,0,0.001,1e-04,0.0036,0.0465,0.4927,0,0.0026,0.045,0,0,0,0,0,0.0015,0,0,0.0684,1e-04,0,0.0014,0.0105,0.0986,0.0647,4e-04,2e-04,0,0,0.0483,1e-04,0,0,0.001,6e-04,0,0,0.0511,0.0064,0.0392,0,4e-04,0,0.0056,"E02005693"
0.0163,7e-04,0,0.0077,1e-04,1e-04,0,0.0015,0.102,0,0,0,0.0857,0,0,2e-04,0.003,0,2e-04,0.0757,0.0148,0,0.0403,0,0,2e-04,0.0081,0.4814,0,0.0089,0,1e-04,0,0.0818,0.0015,0,0,0.0011,0.0025,0,0,0,0,0,0.0513,6e-04,0,0.0017,0,0.0126,"E02005694"
0,0,1e-04,2e-04,0,3e-04,0,0.0017,0.0491,0.0013,0,0,0,0,0.0039,0.0014,0.0082,0,0.0091,2e-04,0,0.0228,0,0,0.0025,0.018,4e-04,0,0,0.006,0.0109,0.0177,0.8014,0.0045,0,0.0079,0,1e-04,0,0.023,1e-04,0.0011,0.0069,0,0,0,0,8e-04,0,0,"E02005695"
0.0018,0,0,0.001,0,0,0.041,5e-04,0.0047,1e-04,0,0.0095,0.0147,2e-04,2e-04,0.2307,0,0,0,0,0,0,0,1e-04,0.0073,0,0.0327,0.0495,0.0748,7e-04,0,0.223,0.0016,2e-04,0,0.0926,1e-04,0,3e-04,0.0767,0,0,0,0.0251,0,0.0012,7e-04,0.1065,0.0019,3e-04,"E02005696"
0,0,7e-04,1e-04,0.0064,0,0,1e-04,0.0187,0,0,0,0.0102,0.0098,0.0211,0,0.0311,0.0119,1e-04,0,0.0044,1e-04,0.0217,0.0056,0.0573,0.2796,3e-04,0,1e-04,4e-04,0.0342,0,0,0,0.0041,0.1396,0,0,0,0.1573,0,0,0.0203,0.1253,0,0.0227,1e-04,0.0091,0,0.0079,"E02005697"
0,0.5093,0,1e-04,0,0.0487,0,6e-04,0.1131,2e-04,0,0,0,2e-04,1e-04,0.0996,0.0131,0.0427,0,0,0.0021,0,0,0.0129,0,0,0.0538,0,1e-04,0,1e-04,0.0096,0,0.0029,8e-04,0,6e-04,0.0196,0,0,0,0,0,0,2e-04,0,0.0016,0.0032,0,0.0646,"E02005698"
0.0195,0,9e-04,0.034,0.0024,0.0026,0.002,0.0078,0,0.0073,0.0221,0.3429,0,0.0235,4e-04,0,0,0,0.0277,0.0152,0.0014,0,0.0166,0.0069,3e-04,0.0233,1e-04,0,1e-04,0.0045,0.109,2e-04,0.0024,0,0.1051,0.0026,4e-04,0.0027,0.0035,0.018,9e-04,0.0173,0.1274,0.0069,0.0016,0,0,0,0,0.0405,"E02005699"
0.0257,0,0.025,0,0,0,0.435,4e-04,0,0,0.0029,0,6e-04,0.0605,0.0021,0.0252,0,3e-04,0.0427,0,0,0.0142,0,0.0014,0.0089,3e-04,0,0.0058,0.0262,0,0,0.0021,0.0102,0.0206,0.0045,0,0,0,0.152,4e-04,0,0.0095,0.0297,0.0032,0.0097,0,0,1e-04,5e-04,0.0802,"E02005700"
2e-04,4e-04,0.0105,0,0.0095,0,0.0099,0,0.0362,0.4369,0.0026,0,0,0.003,0,0,2e-04,0,0,9e-04,9e-04,0,0,0,2e-04,0,3e-04,0,0,0,0.0221,0,0,0.186,0.0114,0.0038,0,8e-04,0.1469,0,0,0.002,0,2e-04,0.0445,2e-04,0.001,0.0175,0.0517,0,"E02005701"
0,0.01,0,0.0128,1e-04,0.0042,0.2865,8e-04,0,0,0,0.0095,0,0,0.0181,0,0,0,0.283,0,0,0.0825,0,0,0,0.0307,0,0,7e-04,0,0.0026,0.001,0,0,1e-04,2e-04,0,0,0.0267,0.0136,0,0.0135,0,0.0036,0.0014,0.0926,0.0415,0,0,0.0642,"E02005702"
0.076,0.0101,0.0119,0,1e-04,0,0,9e-04,0.0146,0,1e-04,1e-04,0.0226,0,0,0.0158,0,0,0.147,1e-04,0.0015,0.0014,0,0,0,0.0011,0.0231,0.0312,0,0,0,0.0251,0.043,0,0,0,0.3268,0.0087,0,4e-04,0.0037,0,0,0,0.0062,0.0062,0,0,0,0.2222,"E02005703"
0,0.1952,1e-04,1e-04,0.1573,0.0037,0,0,0,0.0236,0,0,0.0039,0,0.0524,0,0,0,0,0.3169,0.15,0,0,0.0231,0,0,0,1e-04,0.005,0.0053,0.0052,0.0268,0,0,0,0.0056,0,0.0014,1e-04,0.0119,0,0,0.0045,0.0041,0,0,0.0016,0.0021,0,0,"E02005704"
0,0,3e-04,0,0.0072,0.0369,0,0,0.0532,0,0,0.0524,0.043,0,5e-04,0,0,2e-04,6e-04,0.0174,2e-04,0.0271,0.003,0,0.0025,0,0,0,0.1005,0.0166,0.12,0,0,0,0.016,0.0055,0.001,0.0034,0,0,0.3343,0,0.0473,0.0011,0,0,0,0.0945,0.0151,2e-04,"E02005705"
0.0024,0,0.0848,0,0.1568,0,0.0045,0.0258,2e-04,0.002,2e-04,0.0016,0,7e-04,0.0014,0.0046,5e-04,0,0.009,1e-04,0,0.0113,0.0054,0.0044,1e-04,0.0034,0,0.0608,0,0,2e-04,0,0.1834,0,0,0.036,0.0236,4e-04,0,1e-04,0.13,0.0046,1e-04,0,0.0028,0.0641,0,0,0.1734,0.0013,"E02005706"
0,3e-04,0.0058,0.0161,0,0.0027,0.002,2e-04,0.2737,0.0073,0.0369,0.0016,0,0,0.006,0.0615,0.004,0.056,0.0051,0.0069,0.0385,0,0,1e-04,7e-04,0.0373,0,2e-04,0,0.1225,1e-04,0,2e-04,0.0085,0.0027,1e-04,0,0,0.2408,0,1e-04,0,0.0018,0.0124,0.0092,0.0387,0,1e-04,0,0,"E02005707"
0.0186,0.0048,0,5e-04,0,0,0,0.0287,9e-04,0,0.0953,0.0581,0.1236,0,0,0,3e-04,0,4e-04,0,0.0065,2e-04,7e-04,0.0357,0.0013,0.0451,0.3195,0.0253,0,0.0544,0,0.0051,1e-04,0.0047,0,0,0.0068,0,3e-04,0,0,0.0021,0,3e-04,0.1184,0,1e-04,0.0415,8e-04,0,"E02005708"
0.0107,2e-04,5e-04,0,0.0038,0,0.0038,0,8e-04,1e-04,0.0015,0,0,0.0072,4e-04,0,0,0,0.0151,0.0511,0.1826,0.0105,0.0074,0,0,5e-04,0,0,7e-04,0.0436,0,0,0.0498,8e-04,0,0,0.0143,0,0,0.1653,0.0044,0.0055,0,0.3819,1e-04,1e-04,0.0064,0.0144,0,0.0164,"E02005709"
2e-04,0,1e-04,0.036,0.2207,0,1e-04,0,0.0233,0,0.0036,0,0,0.0049,3e-04,0.0638,0.1259,0,0,0,0.0148,0.0289,0.0031,0.1005,0,0,4e-04,0,0,0.0634,0,0,0,8e-04,0.0708,0.036,0.1976,0,0,0,7e-04,3e-04,0,0,0.0027,0,8e-04,0,0,1e-04,"E02005710"
0.0021,0.0362,0.0211,5e-04,0.0045,0.0096,1e-04,0,0.2498,0.0191,0,0.1512,0,0,0,0,0,0.0124,0,0,0,0,0,0.0037,0.0183,0.0787,0,5e-04,0,9e-04,0.1857,0.0046,0.1485,0,0,0,0,0.0113,0,0.0129,0,0.0049,0,0,0,0.0211,0,0,0,0.0022,"E02005711"
0,0.1168,0.0452,0,0,0.0119,0,0,0.0376,0.0045,0,1e-04,0.0102,4e-04,0.0269,2e-04,0.0222,0,5e-04,0,0,0,5e-04,0,0.0654,0,0.2739,1e-04,0,0,0.0934,0,7e-04,0,0,0.0015,0,0,0,0,6e-04,0,0,0.1429,0,0.0032,0,0,0,0.1414,"E02005712"
0,0.0557,0,0,0.0065,0.0871,0.0098,0,6e-04,0.0611,0,0.005,0,0,0,0,0,0,0.009,0.0036,0,0,2e-04,0,1e-04,1e-04,0.5325,0,0.0013,0,0.0199,0.0307,3e-04,0,1e-04,0,0,0,0.0169,0,0.0011,0.0611,0.0285,0,0.0401,0,0.0244,0.0042,0,0,"E02005713"
0.0017,0.0023,0.0274,0,0.0779,0,0.0791,0,0.1318,0,7e-04,0.0179,0.0575,0.0154,0,0.0647,7e-04,0.0177,0.1176,0,0,0,0.0168,0.0338,0.018,0.009,0,0.0705,0,0,0.018,0.0014,0,0.0113,0,1e-04,0,0,0,0.0029,0.1974,6e-04,0,0,0,0.0029,0,0,0,0.005,"E02005714"
0.0035,0,0,0,1e-04,2e-04,0.0123,1e-04,0,0.0767,0,0,0,0.0022,0,0,5e-04,0.008,0.1535,0.0067,0.1955,3e-04,0,2e-04,0.0764,0,0,0.4084,0,1e-04,0,1e-04,0.006,0.0229,0,0,1e-04,0.0112,0.0013,8e-04,0.0031,0,0,0,0,3e-04,0.0017,0.0013,0.0037,0.0028,"E02005715"
0,0.0654,5e-04,0.0391,0.0021,0,0.0208,0,0.2489,0.0018,0,0.0068,0.0556,0,0,0,0,2e-04,0,0.0024,0,0,0,3e-04,0.0665,0,9e-04,0.0014,3e-04,0,0.0711,0,0,0,0,0.0992,4e-04,0.0075,0,0,0.0294,0,0,0,0,0.1483,0.1308,0,1e-04,0,"E02005716"
0.0429,0,0,0,1e-04,1e-04,0.0055,0.0017,0.0055,0.0033,8e-04,0,0.0012,3e-04,0.0032,0,0,0,0.0065,2e-04,0,8e-04,3e-04,0.2098,0,0,3e-04,0,0.0397,0,0,0,1e-04,0,0,0,0.0028,0.0306,0,1e-04,0.1901,0,0.0154,0.3514,0,2e-04,0.0211,0,0.0661,0,"E02005717"
1e-04,0,0,8e-04,0.0489,0,0.0686,0.022,1e-04,8e-04,0,0,0,0,0,0,0.0179,0,0.0365,9e-04,0.0243,0,0,0.0156,0,5e-04,0.0032,0,0,0.0013,5e-04,0,0.0022,1e-04,0.4271,0.0017,1e-04,0,1e-04,0,0,1e-04,1e-04,0.194,0,0.0044,0.0927,0,0.0352,0,"E02005718"
0.0278,0,0.0013,0,0.0034,1e-04,3e-04,0,0,7e-04,0,0.0058,0,0,0,0,0.0702,0.161,2e-04,0.1515,0,1e-04,0,0,0.01,0,0.0019,0.0082,0.0015,0,0.0106,0,0.0097,0.1229,0,0.005,0.0573,5e-04,0,0.1174,0.1628,0,0.0028,0,0,0.0668,1e-04,0,0,0,"E02005719"
0,0.2528,0.1331,2e-04,0.0057,1e-04,0.0093,0.0093,0,0,1e-04,0.2051,0.0088,0.0014,0,0.2011,0,0,0.1107,0,0,2e-04,0.0052,1e-04,0,0.0167,1e-04,0,0,0,0.0017,5e-04,0,0,0.0052,0,1e-04,0.0228,0.0036,0,0,0,0,0,0,0,1e-04,0,0.0058,0,"E02005720"
0,4e-04,0.0153,3e-04,0.0485,0,0,0.0053,0.0031,0,0,0.1056,0,0.0025,0.0559,5e-04,0,0,0,0,0.0011,0,0.2193,0,0.0188,0,3e-04,0.0111,0,2e-04,0,0,0.0034,0,0.0025,0,0,0,0.0068,0,0.1462,0,0.2972,0,0,0.0527,0.0028,0,0,0,"E02005721"
0.0017,0,5e-04,0,0,0.0036,0.0023,0,0,0,0.303,0.0061,0,0.0315,0,0.027,0.0012,1e-04,0,0.0142,0.0012,0.0881,0,0.0933,0.009,0,0,0.0033,0.2661,0,0.0671,1e-04,2e-04,0,0,0,1e-04,0,0,0.019,0,0.0092,0,0.0041,2e-04,0,0.0375,0.0102,0,0,"E02005722"
0,0,0.177,0,0.2409,0.0017,7e-04,0,0,1e-04,0,0,1e-04,0.0384,0,0.0069,0,0,0,0,0.0039,2e-04,0.1425,6e-04,0.0095,0,0.0304,4e-04,0.2214,0.0588,0,0,0,0.0086,0,0,1e-04,1e-04,0.021,0,0,0.0256,0,0.0049,0.0012,4e-04,0,0,0.0046,0,"E02005723"
0,0.0175,9e-04,2e-04,0,0.09,0.0521,0.0155,0.017,0,0,0,0.006,5e-04,0,0.0057,1e-04,0,0.0685,0,0,0.0542,0,0,0.0236,5e-04,0.051,0.0654,0.1049,0.1318,0,0,0,0,0,0.1502,0,0.0486,0,0.0014,0.0022,0,0,1e-04,0,0,0.0229,0.0692,0,0,"E02005724"
0.0067,0,0,0,0.0046,0,1e-04,0.2063,0,0.033,0.0065,0,0,0.0023,1e-04,3e-04,0,0,1e-04,0,0.0918,0.003,0.0018,0,0.0059,0.0052,0,0,0.0153,4e-04,0,0,0,0.0097,0,0.1015,0.0039,0,4e-04,0,0,5e-04,0,0,3e-04,0,0,0.471,0,0.0291,"E02005725"
0,0.0041,0,1e-04,0,5e-04,6e-04,7e-04,0,0,0,0,0.0891,0.0145,0.0118,0,0.1263,0.0017,0,0.1824,0.0115,0,0.0133,4e-04,0.007,0.002,0.0304,0.0012,1e-04,1e-04,0.0495,0.0147,0,9e-04,2e-04,0.0043,0.0034,0.405,0,0,2e-04,0,2e-04,0,0,0.0169,0.0064,4e-04,0,0,"E02005726"
0,0,0.002,0.0049,0.0111,0,1e-04,0,0,3e-04,0,0.0405,0,0,0.0277,0,0,0.0208,0,0.1536,0,0.024,0.0853,0,0.0312,0.0017,0.0476,0.1815,0,0,0.001,0.0098,0,1e-04,0.0012,8e-04,0.009,0,0.323,0,0,1e-04,0,0.0127,0.0083,0,0.0017,1e-04,0,0,"E02005727"
0,6e-04,0,0.0683,0.0018,0,0.0393,0,0,0.0076,0.0228,0,0,0,0,0,0,0.0056,0,0.0966,0.0073,0,0,0.1225,0,0,0.0576,0,2e-04,0,0.1625,0.023,0.0069,0.0139,0,0.1839,2e-04,0.0866,0.0703,0,0,3e-04,0,0,1e-04,0.012,0,0,0,0.01,"E02005728"
0.0606,0,0.0233,0.0342,0.0496,0.3591,0,0,0.0056,0,0.0433,0.0517,0.002,0.0018,0,1e-04,0,8e-04,0.0406,2e-04,0,0.0094,0.0619,1e-04,0.218,0.001,0.009,0,1e-04,0,0,0.002,0.0141,0,4e-04,0,0,0,0,0,0,0.0015,0,0.0018,3e-04,0,6e-04,0,0,0.0065,"E02005729"
0.0035,0.0012,0,0,0.0288,0,0.0096,1e-04,0.0878,0.0116,6e-04,0,0,0,0.0016,0,0.1713,0,2e-04,2e-04,2e-04,6e-04,2e-04,0.1961,0.0126,0.129,0,0,0,0,0,0.0601,0,8e-04,0,0,0,0,0.0381,0,0.0018,8e-04,0.0102,0,0.1754,8e-04,0,8e-04,0.056,0,"E02005730"
0.3108,0,0,1e-04,0.0582,0,1e-04,0,2e-04,0,0,0.2113,7e-04,0.0028,0.0166,0,0.0018,9e-04,0,0.0028,0,0,0,0.0188,0,0.0372,0,0,0,0,0,0,0,3e-04,0,0.1064,0,0,0.1617,0,0,0,0,8e-04,0,0,0.0133,2e-04,0,0.0549,"E02005731"
0,0.0039,0,1e-04,4e-04,0.0281,0,0.1066,0.3737,0.0037,0.0069,0.0068,0,0.004,0,0,0.0011,0.0025,0,0.0044,3e-04,1e-04,0,0.0191,0.0069,1e-04,4e-04,0.0345,0,0.0021,0.1991,1e-04,0,2e-04,0,0,0,2e-04,0.0097,0.0013,0.064,0.0038,0.0263,0,7e-04,0,0,0.0887,0,0,"E02005732"
1e-04,0.0047,1e-04,0.0159,0.0057,0,1e-04,0.0021,0.0369,0.0091,0,0.2683,0,0.0026,0.0014,0,0.0483,0.0033,0,0.0757,0,0,2e-04,2e-04,6e-04,0,0.0013,0.0183,0.0026,0.0761,0,1e-04,2e-04,0.0026,0,2e-04,0.0134,4e-04,1e-04,0.0018,0.2712,0.0356,1e-04,0.0364,1e-04,1e-04,2e-04,0,0.0639,0,"E02005733"
0,1e-04,0.0479,0,0.1184,0,2e-04,0.0097,0,0,0,0,0,0.0328,0,0.0026,0.3339,0.0019,0.001,0,0.1042,0,0.0222,0.0022,0.0033,2e-04,0,0.039,0,6e-04,0.0309,0,0.0011,4e-04,0.1849,0.0013,0.0049,0,2e-04,0.0249,0,0.0012,0.0023,0,0.0257,3e-04,3e-04,0.0012,0,2e-04,"E02005734"
0,0,0.0331,0.2167,0.0013,0,0.007,0.0076,0.094,0,0.0239,0,0,0,0.0034,0,1e-04,0,0.2238,0,0,0.0087,0,0,4e-04,5e-04,1e-04,0,2e-04,0.2334,0.0012,1e-04,0,0.0039,0.1101,0,1e-04,0.0013,0.0011,0.0053,0.013,0.0048,0,0,0,0,0,0,1e-04,0.0049,"E02005735"
0,0,2e-04,0.1567,0,0,0.0882,0,0.0349,0,3e-04,0.0055,0.036,0.002,1e-04,0,0.0049,3e-04,0.0017,0,4e-04,0,0,0,0.0114,0,0,0,0.2273,0.0076,0.1098,0.026,0,0,4e-04,0.012,0.0452,0,0,6e-04,0,0.0239,0.1492,0,0,1e-04,0,0,0,0.0553,"E02005736"
0.0274,0,0,0.0156,0.0108,0.0143,0.1118,0,0,0,0.0013,1e-04,0,0,1e-04,0,0.0106,0,0.0224,8e-04,6e-04,0.0641,0,0.1696,0.0064,0.0348,3e-04,0,0,0,0.0014,0,4e-04,0,0.0332,0.057,0,0,0,0.0704,1e-04,0,0,2e-04,1e-04,0,7e-04,0.0305,6e-04,0.3145,"E02005737"
0,4e-04,0.0028,0,8e-04,0,0,4e-04,0.013,0,0,0,0,0,0.0308,0,0.001,1e-04,0,0.001,0.0014,0,0.1025,0.007,0.0432,0.0367,1e-04,0.0547,0.0431,0,0.0028,0.1817,0.1052,0.036,0,4e-04,1e-04,0.0526,0.1322,8e-04,0.0782,0.0087,0.0465,0.0011,0.0145,6e-04,0,0,0,0,"E02005738"
0,0.0038,0.2388,0,0,0,3e-04,0.0052,2e-04,0.0709,0,0,0,0.0087,0,4e-04,0,0.0108,0,0.0063,0,0.1222,0,0.0039,0,0.02,0,0.2429,0,0,0.0206,0,4e-04,0.0028,0.0468,0,5e-04,5e-04,0,0.122,0.031,0,0.0199,0.0063,0,0,0,0.0018,0.0129,0,"E02005739"
0.0038,0,4e-04,0,0,0,0,5e-04,1e-04,0.0018,0.3288,0,0,0,0.005,0.0123,3e-04,0,3e-04,0.0016,0.0254,4e-04,0,0,0,0,0,0.4798,0,1e-04,0.001,0.0172,0,5e-04,0,0.001,1e-04,0.005,0,0,0.0011,0.0288,0.0045,1e-04,0.0031,0.068,0.003,0,0.0058,1e-04,"E02005740"
1e-04,0,0.0225,0.0015,0.003,0.0685,0,0.0016,0,0,0,1e-04,0.0428,8e-04,0,0,0.0146,1e-04,6e-04,0.0021,0,0,0.008,0.0796,8e-04,1e-04,0.289,0,0.0027,0.1584,1e-04,0,0,0.0959,5e-04,0.0029,0,0,0.1048,0,0,1e-04,1e-04,0.0218,0,0,0.0284,0.0031,0.0451,4e-04,"E02005741"
0,0.3881,0,0.0011,0.0241,0,8e-04,0,0,3e-04,0,0.0019,0,0.0079,0,8e-04,0.0554,9e-04,0,0.0041,0,0,0.0063,0,0.0186,0.0063,0.0157,1e-04,0.0094,6e-04,0,0,4e-04,0,0,0,0.1007,0.0665,0,0,1e-04,0.2505,0.0299,7e-04,0.0048,0,0,0.0041,0,0,"E02005742"
0,2e-04,0,9e-04,7e-04,0.0029,0.0491,0.0963,0,0.0027,0,0,0,0,0.337,6e-04,9e-04,0,0,0,0,0.0434,0,0,0,0,6e-04,0,5e-04,0,0,0,0.3021,0.0115,0,1e-04,0.0048,0.0031,0.0036,0,0.0964,0.0065,4e-04,0.0357,2e-04,0,0,0,0,1e-04,"E02005743"
0,0.1654,0,0.0115,0,0,0.0235,0,0.0012,2e-04,0.0413,0.1099,0.0076,1e-04,0,0.0297,0.0704,0,0,0.0608,0.0032,8e-04,0.0187,0,0,1e-04,0,0,1e-04,0,0.0067,0,0.0033,0.0301,0,0,0.2152,1e-04,0.0051,0.0186,0.0925,0,0,1e-04,0.0078,0.0758,0,0,0,0,"E02005744"
0,0.0774,0,0,5e-04,0,0,0,0,0,0.1001,0,0.0097,0,0,0,0,1e-04,4e-04,0,0.0072,0,0,0.0788,0,7e-04,0,0.312,0.0304,0,0,0.0013,0.046,0.0018,0,0,0,0,0.0735,0.0266,0.0055,0.194,2e-04,0,0,0.028,0.0056,1e-04,0,0,"E02005745"
0,0,0.0555,0.1011,0.0029,0,2e-04,0,0.0016,0.0079,0,0.0662,0.159,0,0.0216,0.0013,0,0,0.0105,0,0.1598,0,0,0.0062,9e-04,0,0,0.0868,0,0,0,0,0.1826,0.1034,0.0034,0,0.0012,0.0014,0.0057,0,0,0,0,0.0064,0,0,0.0109,0.0014,0,0.0023,"E02005746"
0.0031,0,0.4597,0,0,0,0.1712,0.0141,0,0.0117,6e-04,0.0029,0,4e-04,0.0011,2e-04,3e-04,0,0.0414,0.0012,0,0,0,3e-04,0,0,0.0278,0,0,0.0353,0.0028,0,0,0,0.0041,0,0,0,0,0.0083,0,1e-04,0.0023,1e-04,0.0011,0.12,0.0012,0.0886,0,0,"E02005747"
0.034,0.0241,0,0,0,0,0,0.069,0,0,0.0129,8e-04,0,5e-04,0,0,0.0012,4e-04,0.0331,0.0321,1e-04,0.1434,0.0022,0.1373,0.0105,0.017,1e-04,2e-04,0,5e-04,0.0845,0,0,0,0.0326,0.1151,0.0012,0.001,0.0063,0,0.1045,0,0.0085,2e-04,0.0023,0.1093,0.0137,0.0012,0,0,"E02005748"
1e-04,0.0414,0,5e-04,0.0024,0,0,0,0.0012,0.0055,0.001,0,0.0394,0.0092,0,0.0558,0.0123,0.0383,0,0.0539,0,0,0.0317,0.0584,0.0587,0.0012,0.0011,0,0,0,0,0.0037,0.0558,1e-04,0.0024,0.3631,2e-04,0.0027,0.0439,0,0.0011,0,0,0,0.0656,0.0484,0,0,5e-04,3e-04,"E02005749"
0,0.0402,0.0385,0.1287,0,0.0313,0,0,0,0.0023,4e-04,2e-04,6e-04,3e-04,0,0.0143,0.0145,1e-04,0.0043,2e-04,0,0.0385,0,0,0,0.1295,0.0757,0,0,0,0,0.0235,0,0.1097,0.0213,0.0036,0.1367,0,0.0238,0,9e-04,0,1e-04,0,0.153,0,0,0.0064,0.001,2e-04,"E02005750"
0,0.0018,1e-04,0.0027,0,0,0,7e-04,0,1e-04,0,0,0.0767,0,0,0,0.0044,0.0088,0,0.047,0,0,0.0036,0.0048,0.0018,0.0067,0,0.1269,1e-04,0.0397,0.0128,0.4137,0.0017,0.021,0.0457,0.0085,2e-04,2e-04,0.0032,0,0.0234,1e-04,0.0064,0.0078,0.0053,0,0.0031,0.0326,0.0882,0,"E02005751"
0,0.0166,0.0138,0,0.0208,0.0081,1e-04,0,0.2497,1e-04,0,0.0066,0.0908,0,0,0,0,0.017,0.0046,0.0028,0,0,0,0.0957,8e-04,0.0496,0,1e-04,0,0.0332,0,2e-04,8e-04,0.0092,3e-04,0.0141,0.0159,1e-04,0.0045,0,0,0.1934,0.0136,1e-04,0,0.0026,0,0.0465,0.0882,0,"E02005752"
1e-04,0,0,0,0,0.0653,0,0.0874,0,0.0196,0.0562,0,0.1139,0,0.0592,0,0.0351,0.0027,0,0.0462,0.003,0,0.0266,0.0636,0.0084,0.0216,0.0681,0.1866,0,0,2e-04,5e-04,0,0.0336,1e-04,0,0,0,0.0022,0,0.0924,0,0.002,0,7e-04,2e-04,0,0.0036,6e-04,1e-04,"E02005753"
0.0401,0.002,1e-04,0.0094,0.0015,5e-04,0,0.0038,0.001,0.1293,0.0023,1e-04,0,0,0,0.1026,0,0,3e-04,0,0,1e-04,0.0033,0,0.0092,0,0,0,0,1e-04,0.1188,0,0.0169,0.0062,0,0,0.2723,0.0059,0.0038,0.0133,0,0.0217,0.2267,0,0.0077,0,2e-04,2e-04,0,5e-04,"E02005754"
5e-04,0.2735,0,0.002,0.0047,0.0127,0.0218,0,0,0.1713,1e-04,0.1274,0,3e-04,8e-04,0.0552,0.1605,0.0079,0,0.0049,0,0,0.008,0,0,0.0018,0,0.0377,1e-04,0,0,0.0032,0.0078,0.0146,0.0223,0.0055,0.0066,0.0025,0.011,0.0041,0,0,2e-04,0.0278,0.0032,1e-04,0,0,0,0,"E02005755"
0,0,0,0.0029,0,0.0132,0,0,0,0,0,0,0.0015,0.1711,0.156,0.0102,0,0,0.0018,0,4e-04,0,0,2e-04,0.0098,0.0017,0.0036,3e-04,0,0.0089,1e-04,0.0061,0.0225,0.0415,0,0,0,0,0,0,0.0037,0.0064,0,0.0048,0.2835,0.0366,0.0989,0.1122,0.0017,2e-04,"E02005756"
